Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost","Calculation Time (ms)","Num. States","Move-Model Fitness","Trace Fitness","Pre-processing time (ms)","Move-Log Fitness","Trace Length","Exit code of alignment for trace","Approximate memory used (kb)","Number of LPs solved","Queued States",Match
1263,"trace_1915",1,Yes,"5.00","11.56","85.00","0.88","0.83","0.02","0.82","17.00","1.00","17.00","3.00","86.00",[L/M]SRP|[L]AHRRPC|[L]FRPP|[M-REAL]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]HRRAN|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1264,"trace_1933",1,Yes,"1.00","2.75","67.00","0.95","0.97","0.02","1.00","18.00","1.00","8.00","1.00","67.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[M-REAL]RIBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1265,"trace_1959",1,Yes,"6.00","7.63","89.00","0.81","0.79","0.03","0.81","16.00","1.00","12.00","2.00","89.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]HRHA|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L]MHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1266,"trace_1961",1,Yes,"1.00","4.46","67.00","0.95","0.97","0.06","1.00","18.00","1.00","8.00","1.00","67.00",[L/M]SRP|[M-REAL]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1267,"trace_1975",1,Yes,"1.00","3.77","67.00","0.95","0.97","0.03","1.00","18.00","1.00","8.00","1.00","67.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[M-REAL]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1268,"trace_1987",1,Yes,"1.00","7.12","67.00","0.95","0.97","0.13","1.00","18.00","1.00","8.00","1.00","67.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[M-REAL]FRPP|[L/M]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1269,"trace_1992",1,Yes,"6.00","6.32","88.00","0.81","0.79","0.02","0.81","16.00","1.00","12.00","2.00","88.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L/M]HRRAN|[L/M]SHRRPC|[L]LRERV|[L/M]MHRRPC|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1270,"trace_1999",1,Yes,"4.00","17.61","178.00","0.94","0.87","0.04","0.83","18.00","1.00","19.00","3.00","181.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]HRHA|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L]HRRAN|[L/M]FRP
1271,"trace_38",1,Yes,"4.00","18.10","106.00","0.88","0.86","0.09","0.88","16.00","1.00","17.00","4.00","108.00",[M-REAL]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRHA|[L/M]HRRAN|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1272,"trace_41",1,Yes,"6.00","19.40","86.00","0.75","0.78","0.25","0.86","14.00","1.00","12.00","2.00","86.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[M-REAL]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]HRRAN|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRHA|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1273,"trace_49",1,Yes,"5.00","17.75","76.00","0.81","0.82","0.14","0.87","15.00","1.00","16.00","3.00","77.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]HRHA|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[M-REAL]FRP
1274,"trace_58",1,Yes,"5.00","25.02","70.00","1.00","0.84","0.30","0.72","18.00","1.00","17.00","3.00","70.00",[L/M]SRP|[L]FRPP|[L]RIBPC|[L]RBPC|[L]SRPP|[L]REPP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1275,"trace_65",1,Yes,"4.00","3.48","62.00","0.88","0.86","0.09","0.88","16.00","1.00","8.00","1.00","62.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[M-REAL]RIBPC|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRRAN|[L/M]HRHA|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1276,"trace_77",1,Yes,"5.00","13.63","121.00","1.00","0.84","0.12","0.72","18.00","1.00","18.00","3.00","121.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L]FRPP|[L]REPP|[L/M]FRPP|[L]REPC|[L]RIBPC|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1277,"trace_83",1,Yes,"4.00","8.90","67.00","0.88","0.86","0.08","0.88","16.00","1.00","12.00","2.00","67.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[M-REAL]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRRAN|[L/M]HRHA|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1278,"trace_144",1,Yes,"6.00","4.13","59.00","0.75","0.78","0.13","0.86","14.00","1.00","8.00","1.00","59.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[M-REAL]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]HRHA|[L/M]HRRAN|[L/M]MHRRPC|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1279,"trace_158",1,Yes,"6.00","4.53","59.00","0.75","0.78","0.09","0.86","14.00","1.00","8.00","1.00","59.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[M-REAL]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]HRRAN|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1280,"trace_208",1,Yes,"5.00","10.05","75.00","0.81","0.82","0.10","0.87","15.00","1.00","16.00","3.00","76.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L/M]HRRAN|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[M-REAL]FRP
1281,"trace_229",1,Yes,"8.00","15.40","124.00","0.77","0.71","0.07","0.67","15.00","1.00","23.00","5.00","126.00",[L]LRERV|[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[M-REAL]LRRR|[L/M]FLRRP|[L]LRRR|[L/M]FRP
1282,"trace_277",1,Yes,"5.00","19.80","78.00","0.81","0.82","0.04","0.87","15.00","1.00","16.00","3.00","79.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]HRHA|[M-REAL]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1283,"trace_381",1,Yes,"8.00","19.82","120.00","0.77","0.71","0.05","0.67","15.00","1.00","23.00","4.00","122.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[L]LRIRV|[M-REAL]LRRR|[L/M]FLRRP|[L]LRRR|[L/M]FRP
1284,"trace_387",1,Yes,"6.00","14.00","83.00","0.75","0.78","0.06","0.86","14.00","1.00","12.00","2.00","83.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[M-REAL]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]HRHA|[L/M]AHRRPC|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1285,"trace_397",1,Yes,"4.00","11.48","113.00","0.88","0.86","0.04","0.88","16.00","1.00","17.00","3.00","114.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[M-REAL]RBPC|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRHA|[L/M]HRRAN|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1286,"trace_403",1,Yes,"6.00","6.99","86.00","0.75","0.78","0.03","0.86","14.00","1.00","12.00","2.00","86.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]HRHA|[L/M]AHRRPC|[L/M]HRRAN|[L]EPP|[L]SLRRP|[M-REAL]FHRRPC|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1287,"trace_457",1,Yes,"6.00","4.36","59.00","0.75","0.78","0.05","0.86","14.00","1.00","8.00","1.00","59.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[M-REAL]SHRRPC|[L/M]MHRRPC|[L/M]HRRAN|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1288,"trace_464",1,Yes,"5.00","14.80","76.00","0.81","0.82","0.03","0.87","15.00","1.00","16.00","3.00","77.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L/M]HRRAN|[L/M]SHRRPC|[L/M]AHRRPC|[M-REAL]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1289,"trace_492",1,Yes,"6.00","6.55","84.00","0.75","0.78","0.03","0.86","14.00","1.00","12.00","2.00","84.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[M-REAL]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]HRHA|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1290,"trace_514",1,Yes,"4.00","7.82","61.00","0.88","0.86","0.07","0.88","16.00","1.00","8.00","1.00","61.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L/M]HRRAN|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[L/M]FHRRP|[M-REAL]FRP
1291,"trace_515",1,Yes,"8.00","19.50","127.00","0.77","0.71","0.10","0.67","15.00","1.00","23.00","4.00","129.00",[L/M]SRP|[L]FHRRPC|[L]FRPP|[M-REAL]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L]LRIRV|[M-REAL]LRRR|[L/M]FLRRP|[L]LRRR|[L/M]FRP
1292,"trace_518",1,Yes,"8.00","16.35","122.00","0.77","0.71","0.05","0.67","15.00","1.00","23.00","4.00","124.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L]SRPP|[L]RHRRPC|[M-REAL]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L]LRIRV|[L/M]LRERV|[M-REAL]LRRR|[L/M]FLRRP|[L]LRRR|[L/M]FRP
1293,"trace_536",1,Yes,"5.00","11.53","121.00","1.00","0.84","0.05","0.72","18.00","1.00","18.00","3.00","121.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L]FRPP|[L]REPP|[L/M]FRPP|[L]RIBPC|[L]REPC|[L]SRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRIRV|[L/M]LRERV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1294,"trace_539",1,Yes,"6.00","6.64","85.00","0.75","0.78","0.03","0.86","14.00","1.00","12.00","2.00","85.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[M-REAL]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRHA|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1295,"trace_562",1,Yes,"6.00","5.91","85.00","0.75","0.78","0.02","0.86","14.00","1.00","11.00","2.00","85.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L/M]HRRAN|[L/M]SHRRPC|[M-REAL]AHRRPC|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1296,"trace_619",1,Yes,"4.00","12.52","105.00","0.88","0.86","0.16","0.88","16.00","1.00","12.00","2.00","106.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]HRHA|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[M-REAL]FRP
1297,"trace_625",1,Yes,"4.00","3.21","64.00","0.88","0.86","0.04","0.88","16.00","1.00","8.00","1.00","64.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]HRHA|[L/M]FHRRPC|[M-REAL]HRRR|[L/M]FHRRP|[L/M]FRP
1298,"trace_642",1,Yes,"5.00","10.89","77.00","0.81","0.82","0.03","0.87","15.00","1.00","16.00","3.00","78.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]REPC|[L/M]RBPC|[L/M]RIBPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]HRHA|[L/M]MHRRPC|[M-REAL]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1299,"trace_646",1,Yes,"6.00","3.37","57.00","0.75","0.78","0.02","0.86","14.00","1.00","7.00","1.00","57.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RBPC|[M-REAL]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]HRHA|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1300,"trace_669",1,Yes,"5.00","10.56","77.00","0.81","0.82","0.03","0.87","15.00","1.00","16.00","3.00","78.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L]SRPP|[M-REAL]FRPP|[M-REAL]EPP|[L/M]SHRRP|[L/M]HRHA|[L/M]SHRRPC|[L/M]HRRAN|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1301,"trace_695",1,Yes,"4.00","10.53","112.00","0.88","0.86","0.02","0.88","16.00","1.00","17.00","3.00","113.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]SHRRPC|[L/M]HRHA|[L/M]AHRRPC|[L/M]HRRAN|[M-REAL]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1302,"trace_702",1,Yes,"6.00","4.12","58.00","0.75","0.78","0.04","0.86","14.00","1.00","8.00","1.00","58.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[M-REAL]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]HRHA|[L/M]MHRRPC|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1303,"trace_723",1,Yes,"4.00","17.56","116.00","0.88","0.86","0.05","0.88","16.00","1.00","17.00","3.00","117.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[M-REAL]RBPC|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]SHRRPC|[L/M]HRRAN|[L/M]MHRRPC|[L/M]HRHA|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1304,"trace_732",1,Yes,"5.00","17.47","84.00","1.00","0.84","0.02","0.72","18.00","1.00","23.00","4.00","84.00",[L/M]SRP|[L]FRPP|[L]REPC|[L]RIBPC|[L/M]SRPP|[L]REPP|[L]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L/M]SLRRP|[L/M]LRERV|[L/M]LRIRV|[L/M]LRRR|[L/M]FLRRP|[L/M]FRP
1305,"trace_778",1,Yes,"4.00","13.07","109.00","0.88","0.86","0.05","0.88","16.00","1.00","17.00","4.00","111.00",[M-REAL]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRHA|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRAN|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1306,"trace_791",1,Yes,"4.00","6.19","60.00","0.88","0.86","0.02","0.88","16.00","1.00","8.00","1.00","60.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L/M]SHRRPC|[L/M]HRRAN|[L/M]MHRRPC|[L/M]FHRRPC|[L]EPP|[L/M]HRRR|[L]SLRRP|[M-REAL]FHRRP|[M-REAL]FRP
1307,"trace_819",1,Yes,"5.00","10.39","77.00","0.81","0.82","0.03","0.87","15.00","1.00","16.00","3.00","78.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[L/M]SHRRPC|[L/M]HRRAN|[L/M]MHRRPC|[M-REAL]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1308,"trace_847",1,Yes,"5.00","14.70","75.00","0.81","0.82","0.08","0.87","15.00","1.00","16.00","3.00","76.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]HRHA|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[M-REAL]FRP
1309,"trace_893",1,Yes,"6.00","9.11","87.00","0.75","0.78","0.02","0.86","14.00","1.00","12.00","2.00","87.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[M-REAL]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]HRRAN|[L/M]FHRRPC|[L/M]HRHA|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1310,"trace_897",1,Yes,"6.00","3.22","57.00","0.75","0.78","0.02","0.86","14.00","1.00","7.00","1.00","57.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]REPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[M-REAL]SHRRP|[L/M]HRHA|[L/M]HRRAN|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1311,"trace_1019",1,Yes,"6.00","6.19","89.00","0.75","0.78","0.02","0.86","14.00","1.00","11.00","2.00","89.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[M-REAL]RIBPC|[L/M]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRRAN|[L/M]HRHA|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1312,"trace_1029",1,Yes,"6.00","5.71","84.00","0.75","0.78","0.02","0.86","14.00","1.00","12.00","2.00","84.00",[L/M]SRP|[L/M]SRPP|[L/M]RBPC|[L/M]REPC|[L/M]RIBPC|[L/M]FRPP|[M-REAL]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]HRHA|[L/M]HRRAN|[L/M]MHRRPC|[L/M]FHRRPC|[L]EPP|[L]SLRRP|[M-REAL]HRRR|[M-REAL]FHRRP|[M-REAL]FRP
1313,"trace_1043",1,Yes,"5.00","13.05","81.00","0.81","0.82","0.18","0.87","15.00","1.00","17.00","3.00","82.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]RBPC|[L/M]RIBPC|[L/M]REPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]SHRRPC|[L/M]HRRAN|[L/M]AHRRPC|[L/M]FHRRPC|[M-REAL]HRHA|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1314,"trace_1067",1,Yes,"5.00","12.48","81.00","0.81","0.82","0.02","0.87","15.00","1.00","16.00","3.00","82.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[M-REAL]SHRRP|[L/M]SHRRPC|[L/M]MHRRPC|[L/M]HRRAN|[L/M]FHRRPC|[L/M]HRHA|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
1315,"trace_1097",1,Yes,"4.00","8.48","103.00","0.88","0.86","0.02","0.88","16.00","1.00","12.00","2.00","104.00",[L/M]SRP|[L/M]SRPP|[L/M]RIBPC|[L/M]RBPC|[L/M]REPC|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRRAN|[L/M]HRHA|[L/M]SHRRPC|[L/M]AHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[M-REAL]FRP
1316,"trace_1140",1,Yes,"4.00","10.52","109.00","0.88","0.86","0.04","0.88","16.00","1.00","17.00","3.00","110.00",[L/M]SRP|[L/M]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L/M]FRPP|[L/M]EPP|[L]SRP|[L]FRP|[M-REAL]SHRRP|[L/M]HRRAN|[L/M]SHRRPC|[L/M]HRHA|[L/M]MHRRPC|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[M-REAL]FRP
1317,"trace_1143",1,Yes,"5.00","12.51","78.00","0.81","0.82","0.02","0.87","15.00","1.00","16.00","3.00","79.00",[L/M]SRP|[L]FRPP|[M-REAL]SRPP|[L/M]REPC|[L/M]RIBPC|[L/M]RBPC|[L]SRPP|[M-REAL]FRPP|[L/M]EPP|[L/M]SHRRP|[L/M]HRHA|[M-REAL]SHRRPC|[L/M]AHRRPC|[L/M]HRRAN|[L/M]FHRRPC|[L/M]HRRR|[L/M]FHRRP|[L/M]FRP
